,location,total_sqft,bath,price,bhk,encoded_loc
8372,Jigani,918.0,2,56.0,2,113
8373,others,1330.0,2,68.0,3,230
8374,Munnekollal,1540.0,2,70.0,3,164
8375,Lakshminarayana Pura,1200.0,2,80.0,2,153
8376,others,927.0,2,37.0,2,230
8377,Sarjapur,3875.5,4,115.0,4,193
8378,CV Raman Nagar,1400.0,2,78.0,3,53
8379,8th Phase JP Nagar,1510.0,2,80.0,2,7
8380,others,1500.0,3,61.52,3,230
8381,Yelahanka,1142.0,1,42.535,1,226
8382,Vidyaranyapura,1100.0,2,72.0,3,219
8383,others,1200.0,3,68.0,3,230
8384,Hormavu,2282.0,4,115.0,4,100
8385,others,760.0,2,37.49,2,230
8386,Sarjapur,2172.0,3,100.0,3,193
8387,8th Phase JP Nagar,3300.0,3,165.0,3,7
8388,Thubarahalli,1242.0,3,51.0,3,211
8389,Uttarahalli,1245.0,2,43.58,3,216
8390,Kadugodi,1088.0,2,44.0,2,117
8391,Sahakara Nagar,1200.0,2,46.0,2,190
8392,TC Palaya,1995.0,3,100.0,3,207
8393,Haralur Road,1309.0,2,82.0,2,90
8394,others,1250.0,3,42.0,3,230
8395,Hebbal,3520.0,5,240.0,3,92
8396,5th Phase JP Nagar,1041.0,2,54.0,2,4
8397,Sarjapur  Road,1505.0,2,60.0,3,194
8398,Bellandur,1767.0,3,89.0,3,40
8399,Kengeri,1320.0,2,50.0,2,135
8400,others,1280.0,2,68.48,2,230
8401,Thanisandra,1245.0,2,83.05,2,209
8402,Haralur Road,1027.0,1,44.0,2,90
8403,others,1065.0,3,72.0,3,230
8404,Kannamangala,1814.0,3,129.0,3,128
8405,Ramagondanahalli,1610.0,2,112.0,3,187
8406,Kasavanhalli,1600.0,3,79.0,3,130
8407,others,3200.0,4,140.0,3,230
8408,others,1250.0,2,77.13,3,230
8409,others,1475.0,3,75.0,3,230
8410,Electronic City,1353.0,2,75.0,2,74
8411,Electronics City Phase 1,1750.0,3,58.0,3,76
8412,Sahakara Nagar,1270.0,2,96.0,2,190
8413,Thanisandra,2695.0,4,188.0,4,209
8414,others,1330.0,3,65.0,3,230
8415,BTM 2nd Stage,1400.0,2,90.0,2,22
8416,Gubbalala,4000.0,5,195.0,4,84
8417,Kanakpura Road,1700.0,3,75.0,3,127
8418,Kasavanhalli,1585.0,2,90.0,2,130
8419,Kothanur,1385.0,3,67.0,3,146
8420,Electronic City,1128.0,2,67.0,2,74
8421,HSR Layout,1203.0,2,60.0,2,89
8422,Mallasandra,905.0,2,35.0,2,158
8423,Hennur Road,1450.0,3,79.0,3,96
8424,Varthur,1105.0,2,38.0,2,217
8425,Channasandra,1200.0,2,46.13,2,56
8426,Jalahalli,1530.0,2,89.0,3,111
8427,Whitefield,1105.0,2,35.4,2,224
8428,Dasarahalli,1333.0,2,78.56,2,64
8429,Old Madras Road,1530.0,3,76.34,3,177
8430,Margondanahalli,1200.0,2,65.0,2,162
8431,Whitefield,1270.0,2,94.0,2,224
8432,Bellandur,1830.0,3,89.0,3,40
8433,Chandapura,900.0,2,35.0,2,55
8434,others,7000.0,6,560.0,6,230
8435,Bannerghatta Road,1450.0,2,78.0,3,34
8436,others,1525.0,3,65.0,3,230
8437,Mahalakshmi Layout,1080.0,2,67.0,2,157
8438,others,1220.0,2,72.0,2,230
8439,Bommanahalli,1962.5,2,73.17,2,47
8440,others,1500.0,2,60.0,2,230
8441,Koramangala,1355.0,2,95.0,2,144
8442,Electronic City,1070.0,2,57.0,2,74
8443,Bommasandra,842.0,2,30.0,2,48
8444,Bannerghatta Road,700.0,1,31.2,1,34
8445,others,1884.0,3,95.0,3,230
8446,others,1100.0,2,75.0,2,230
8447,Thanisandra,1185.0,2,43.5,2,209
8448,Varthur,2145.0,3,170.0,3,217
8449,Whitefield,1220.0,2,89.0,2,224
8450,6th Phase JP Nagar,1192.0,2,75.0,2,5
8451,Marathahalli,1449.0,3,110.0,3,161
8452,Electronic City,1700.0,3,90.0,3,74
8453,Hebbal,1920.0,3,150.0,3,92
8454,others,1350.0,2,90.0,2,230
8455,others,4800.0,5,350.0,4,230
8456,others,1700.0,3,74.0,3,230
8457,Hoodi,1447.0,3,76.0,2,97
8458,Kanakpura Road,1329.0,2,107.0,2,127
8459,Sarjapur  Road,1314.0,2,70.44,3,194
8460,others,1590.0,2,80.0,3,230
8461,Vittasandra,1246.0,2,67.5,2,223
8462,Dasarahalli,1220.0,2,62.0,2,64
8463,Kaval Byrasandra,1400.0,3,75.0,3,133
8464,Kasavanhalli,1245.0,2,80.0,2,130
8465,others,1495.0,2,63.0,3,230
8466,Gollarapalya Hosahalli,996.0,2,36.5,2,81
8467,Yelahanka New Town,1000.0,2,44.0,2,227
8468,others,1250.0,2,75.0,2,230
8469,Thanisandra,1261.0,2,80.0,3,209
8470,Electronics City Phase 1,1080.0,2,46.0,2,76
8471,others,1230.0,2,50.0,2,230
8472,Horamavu Agara,1220.0,2,39.0,2,98
8473,Green Glen Layout,1750.0,3,105.0,3,83
8474,Whitefield,1436.0,2,62.15,3,224
8475,Varthur,1560.0,3,90.0,3,217
8476,Whitefield,3758.0,3,300.0,3,224
8477,others,1275.0,2,59.0,2,230
8478,others,1040.0,2,36.4,2,230
8479,Bellandur,2400.0,3,115.0,3,40
8480,Kaggalipura,3150.0,5,212.0,4,119
8481,Yelahanka,1765.0,2,53.105,2,226
8482,Hosakerehalli,4500.0,5,145.0,5,102
8483,others,648.0,1,40.0,1,230
8484,Sarjapur  Road,2100.0,3,130.0,3,194
8485,Bommasandra,1365.0,3,52.82,3,48
8486,Chandapura,1200.0,2,52.0,3,55
8487,Cooke Town,1100.0,2,90.0,2,61
8488,7th Phase JP Nagar,1075.0,2,57.0,3,6
8489,Banashankari,1100.0,2,63.0,2,26
8490,others,1320.0,2,58.0,3,230
8491,Kammasandra,1500.0,3,65.0,3,125
8492,Bisuvanahalli,1075.0,2,32.0,3,46
8493,others,1480.0,3,75.48,3,230
8494,Kanakpura Road,1041.0,2,36.44,2,127
8495,others,1128.0,2,48.4,2,230
8496,Hosur Road,1685.0,3,90.0,3,104
8497,others,1180.0,2,65.0,2,230
8498,others,1200.0,2,60.0,2,230
8499,others,1250.0,3,39.5,3,230
8500,others,1000.0,2,45.0,2,230
8501,Varthur,1760.0,2,85.0,2,217
8502,others,975.0,2,55.0,2,230
8503,others,1190.0,2,42.0,2,230
8504,Kudlu,1110.0,2,46.0,2,147
8505,Gunjur,1235.0,2,44.5,2,85
8506,others,1275.0,2,55.0,2,230
8507,Harlur,1197.0,2,76.0,2,91
8508,Begur Road,644.0,1,32.0,1,39
8509,Bellandur,1251.0,2,47.0,2,40
8510,others,1080.0,2,38.0,2,230
8511,Kudlu,2100.0,3,114.0,4,147
8512,NRI Layout,1731.0,3,64.11,3,168
8513,Hormavu,1206.0,2,55.0,2,100
8514,Choodasandra,1560.0,3,78.0,3,60
8515,7th Phase JP Nagar,750.0,1,47.0,1,6
8516,Sarjapur  Road,702.0,1,35.8,1,194
8517,Attibele,1700.0,3,65.0,3,21
8518,HRBR Layout,1145.0,2,68.5,2,88
8519,Ramamurthy Nagar,1208.0,2,43.5,3,188
8520,Brookefield,1589.0,3,74.0,3,51
8521,Yelahanka New Town,1426.0,2,61.5,3,227
8522,Green Glen Layout,1885.0,3,135.0,3,83
8523,Old Madras Road,935.0,2,37.77,2,177
8524,Old Madras Road,1171.0,2,73.0,2,177
8525,Singasandra,1465.0,2,60.0,2,201
8526,Budigere,1820.0,3,95.0,3,52
8527,Raja Rajeshwari Nagar,1580.0,2,66.85,3,184
8528,Whitefield,1452.0,2,46.29,3,224
8529,Hennur Road,1445.0,2,89.56,3,96
8530,others,1170.0,2,39.0,2,230
8531,others,1070.0,2,50.0,2,230
8532,Rachenahalli,2600.0,3,160.0,3,183
8533,others,1532.0,3,59.75,3,230
8534,others,1150.0,2,46.0,2,230
8535,Jakkur,1473.0,2,85.0,2,110
8536,Kathriguppe,1350.0,3,80.99,3,132
8537,Hoodi,1660.0,3,128.0,3,97
8538,Kogilu,2456.0,7,85.0,7,142
8539,Chamrajpet,650.0,2,45.0,2,54
8540,others,1495.0,3,90.0,3,230
8541,R.T. Nagar,1080.0,2,48.0,2,182
8542,Electronic City,1521.0,2,57.5,3,74
8543,others,1053.0,2,51.0,2,230
8544,others,1250.0,3,39.0,3,230
8545,others,1200.0,2,75.0,4,230
8546,Uttarahalli,1000.0,2,39.5,2,216
8547,Bannerghatta Road,1630.0,3,68.0,3,34
8548,Kammasandra,985.0,2,40.5,2,125
8549,BTM 2nd Stage,1200.0,2,70.0,2,22
8550,Ambalipura,1650.0,3,100.0,3,12
8551,Mico Layout,1670.0,3,59.0,3,163
8552,others,1000.0,2,60.0,2,230
8553,others,830.0,2,26.0,2,230
8554,Ramagondanahalli,1200.0,3,56.1,3,187
8555,Begur Road,3700.0,6,122.5,4,39
8556,Nagarbhavi,1635.0,3,85.0,3,169
8557,HSR Layout,1120.0,2,70.0,2,89
8558,others,2750.0,6,200.0,6,230
8559,Harlur,2137.0,3,110.0,3,91
8560,Hennur Road,973.0,2,50.74,2,96
8561,Electronic City,750.0,1,35.0,1,74
8562,Kambipura,883.0,2,49.0,2,123
8563,Ramagondanahalli,2787.0,5,220.0,4,187
8564,others,1470.0,2,60.0,3,230
8565,others,1275.0,2,76.0,2,230
8566,Kothanur,1787.0,3,120.0,3,146
8567,8th Phase JP Nagar,1730.0,5,75.0,5,7
8568,Sarjapur  Road,1320.0,2,110.0,2,194
8569,Yeshwanthpur,1692.0,3,108.0,3,229
8570,Bannerghatta Road,1400.0,3,69.0,3,34
8571,Whitefield,1370.0,2,56.0,2,224
8572,others,1602.0,3,56.0,3,230
8573,others,793.0,1,40.0,1,230
8574,GM Palaya,675.0,1,35.0,1,78
8575,Chikka Tirupathi,3250.0,4,136.0,4,57
8576,Whitefield,1050.0,2,43.0,2,224
8577,Jalahalli East,1035.0,2,42.5,2,112
8578,Sarjapur  Road,1200.0,2,44.0,3,194
8579,Sarjapur  Road,1800.0,3,128.0,3,194
8580,Green Glen Layout,1625.0,3,70.0,3,83
8581,Electronics City Phase 1,1032.0,2,31.99,2,76
8582,Whitefield,1496.0,2,71.81,3,224
8583,others,1100.0,2,38.0,2,230
8584,Kundalahalli,1500.0,3,50.0,3,150
8585,Electronic City Phase II,1125.0,2,32.63,2,75
8586,others,1555.0,3,73.0,3,230
8587,Amruthahalli,1025.0,2,42.0,2,14
8588,others,1630.0,2,130.0,3,230
8589,Arekere,900.0,2,44.5,2,20
8590,Yelahanka,1355.0,2,75.0,3,226
8591,Akshaya Nagar,1200.0,2,45.0,2,11
8592,others,1563.0,3,63.0,3,230
8593,others,1344.0,4,84.0,4,230
8594,5th Phase JP Nagar,812.0,2,42.0,2,4
8595,Basaveshwara Nagar,1200.0,2,70.0,2,36
8596,Yelahanka,3175.0,4,156.0,4,226
8597,Marathahalli,1360.0,2,101.0,2,161
8598,Rachenahalli,1756.0,3,110.0,3,183
8599,8th Phase JP Nagar,1296.0,2,51.83,3,7
8600,Anandapura,1141.0,2,50.0,2,15
8601,Electronic City,1210.0,2,55.0,2,74
8602,Hormavu,1310.0,2,67.0,2,100
8603,Magadi Road,1713.0,2,55.195,3,155
8604,Gubbalala,1745.0,3,140.0,3,84
8605,Raja Rajeshwari Nagar,1050.0,2,37.0,2,184
8606,Electronic City Phase II,1140.0,2,34.0,2,75
8607,Varthur,1210.0,2,54.0,2,217
8608,Kasavanhalli,2035.0,3,142.0,3,130
8609,Amruthahalli,485.0,1,19.5,1,14
8610,others,1200.0,2,82.0,2,230
8611,Sarjapur  Road,2275.0,4,187.0,3,194
8612,others,1419.0,3,85.0,3,230
8613,others,1195.0,2,42.4,2,230
8614,Thanisandra,1884.0,4,117.0,3,209
8615,Bannerghatta Road,905.0,2,58.0,2,34
8616,JP Nagar,1500.0,2,108.0,3,109
8617,others,850.0,1,50.0,1,230
8618,Tindlu,1165.0,2,59.8,2,213
8619,others,933.0,2,55.0,2,230
8620,Hennur Road,1305.0,2,77.0,3,96
8621,Billekahalli,1125.0,2,65.0,2,44
8622,others,865.0,2,33.0,2,230
8623,Jigani,1245.0,3,66.0,3,113
8624,Kalyan nagar,8840.0,2,300.0,2,122
8625,others,1145.0,2,60.0,3,230
8626,AECS Layout,2000.0,3,90.0,3,9
8627,Hosa Road,625.0,1,43.68,1,101
8628,Kundalahalli,1724.0,3,128.0,3,150
8629,Sarjapur  Road,1270.0,2,54.0,3,194
8630,others,1250.0,3,39.5,3,230
8631,Jakkur,1485.0,3,72.0,3,110
8632,7th Phase JP Nagar,990.0,2,50.0,2,6
8633,Kadubeesanahalli,1140.0,2,78.0,2,116
8634,Yelahanka,1756.0,3,125.0,3,226
8635,others,1025.0,2,48.0,2,230
8636,Whitefield,1216.0,2,72.0,2,224
8637,Sarjapur  Road,1026.0,2,60.8,2,194
8638,Kodichikkanahalli,2700.0,4,125.0,5,138
8639,Begur,1411.0,2,60.0,3,38
8640,Kanakpura Road,1320.0,2,39.6,3,127
8641,Bannerghatta,1320.0,2,50.0,2,33
8642,Hebbal,2375.0,4,189.0,4,92
8643,others,1750.0,3,120.0,3,230
8644,TC Palaya,1152.0,2,55.0,2,207
8645,Thanisandra,965.0,2,54.0,2,209
8646,Lingadheeranahalli,1684.0,3,120.0,3,154
8647,Hennur Road,1672.0,3,86.0,3,96
8648,Panathur,1075.0,2,60.0,2,180
8649,Sarjapur,1500.0,5,95.0,3,193
8650,Hebbal,1420.0,2,99.26,2,92
8651,others,750.0,2,40.0,2,230
8652,Yeshwanthpur,1169.0,2,64.08,2,229
8653,Devanahalli,1290.0,2,62.0,3,65
8654,Kengeri,1160.0,2,40.6,2,135
8655,Shampura,2800.0,5,95.0,7,199
8656,Mysore Road,1500.0,3,70.0,3,166
8657,others,1300.0,3,46.0,3,230
8658,others,2150.0,3,170.0,3,230
8659,5th Block Hbr Layout,5100.0,5,300.0,6,3
8660,Kadugodi,1875.0,2,110.0,3,117
8661,Hulimavu,1260.0,2,82.0,3,105
8662,Kengeri,2500.0,4,100.0,5,135
8663,Begur Road,1241.0,2,64.0,2,39
8664,Sarjapur  Road,1025.0,2,45.5,2,194
8665,Begur,815.0,2,40.0,2,38
8666,Kanakpura Road,2000.0,3,105.0,3,127
8667,others,8500.5,5,300.0,4,230
8668,Sarjapur  Road,1216.0,2,70.0,2,194
8669,Kanakpura Road,1200.0,2,62.0,2,127
8670,Marathahalli,1026.0,2,50.18,2,161
8671,Hulimavu,450.0,1,20.0,1,105
8672,KR Puram,1205.0,2,45.79,2,115
8673,others,1368.0,2,87.0,2,230
8674,Anekal,420.0,1,12.5,1,17
8675,Doddakallasandra,1270.0,2,42.0,2,69
8676,Anekal,614.0,1,28.0,2,17
8677,Margondanahalli,1050.0,2,58.0,2,162
8678,Yelahanka,1408.0,2,58.0,2,226
8679,others,1507.0,3,80.0,3,230
8680,others,1160.0,2,57.0,2,230
8681,others,1200.0,3,70.0,3,230
8682,others,960.0,2,50.0,2,230
8683,NGR Layout,1021.0,2,46.0,2,167
8684,Hegde Nagar,2162.03,4,129.0,3,94
8685,Channasandra,1065.0,2,36.0,2,56
8686,Bannerghatta Road,1465.0,2,75.0,3,34
8687,Marathahalli,1800.0,3,95.0,3,161
8688,others,1175.0,2,83.0,2,230
8689,Sanjay nagar,1050.0,2,59.0,2,191
8690,KR Puram,1827.0,3,97.0,3,115
8691,Thanisandra,1930.0,4,122.0,3,209
8692,Mysore Road,883.0,2,37.0,2,166
8693,Kengeri,550.0,1,16.75,1,135
8694,Kanakapura,1290.0,2,38.69,3,126
8695,Raja Rajeshwari Nagar,1021.0,3,59.0,3,184
8696,Whitefield,1158.0,2,55.0,2,224
8697,Doddaballapur,2400.0,3,200.0,4,68
8698,Munnekollal,1200.0,2,57.9,3,164
8699,JP Nagar,1520.0,3,125.0,3,109
8700,Thanisandra,1087.0,1,38.46,1,209
8701,EPIP Zone,2710.0,3,177.0,3,73
8702,Kenchenahalli,1150.0,2,57.0,2,134
8703,Yelahanka,1101.0,2,37.0,2,226
8704,Hebbal,1252.0,2,92.0,2,92
8705,Marathahalli,1650.0,3,85.0,3,161
8706,Marathahalli,1270.0,2,80.0,2,161
8707,Tumkur Road,992.0,2,70.0,2,214
8708,others,893.0,2,34.5,2,230
8709,Bisuvanahalli,1075.0,2,41.49,3,46
8710,Kumaraswami Layout,3200.0,7,150.0,7,149
8711,Electronic City,1190.0,2,42.0,2,74
8712,Sarjapur  Road,1814.0,3,63.0,3,194
8713,others,1400.0,3,98.0,3,230
8714,Murugeshpalya,1344.0,2,56.0,3,165
8715,Kanakpura Road,1843.0,3,95.0,3,127
8716,others,1495.0,2,70.0,3,230
8717,Whitefield,1396.0,3,74.0,3,224
8718,Garudachar Palya,1610.0,2,119.0,3,79
8719,Tindlu,1050.0,2,55.0,2,213
8720,others,1410.0,2,43.71,3,230
8721,Ramamurthy Nagar,1050.0,2,37.8,2,188
8722,Kumaraswami Layout,1310.0,2,85.0,3,149
8723,Yelahanka,1104.0,2,58.0,2,226
8724,Hennur Road,1165.0,2,67.0,2,96
8725,Hormavu,1310.0,2,60.0,2,100
8726,others,1052.0,2,52.0,2,230
8727,others,1000.0,2,45.0,2,230
8728,Electronic City,1150.0,2,38.08,2,74
8729,Thanisandra,2019.0,3,70.67,3,209
8730,Varthur,986.0,2,31.0,2,217
8731,Akshaya Nagar,1893.0,4,95.0,3,11
8732,Gollarapalya Hosahalli,1318.0,3,56.0,3,81
8733,Yelahanka,1325.0,2,58.0,3,226
8734,Kereguddadahalli,800.0,2,33.0,2,137
8735,others,1300.0,3,42.25,3,230
8736,others,1300.0,2,60.0,3,230
8737,Ulsoor,2500.0,4,170.0,4,215
8738,Bellandur,1665.0,3,85.0,3,40
8739,Subramanyapura,1800.0,3,80.0,3,205
8740,Harlur,1197.0,2,75.0,2,91
8741,others,1050.0,2,45.0,2,230
8742,Thanisandra,1241.0,2,68.0,3,209
8743,others,1567.0,2,62.0,3,230
8744,Kasavanhalli,1747.0,3,110.0,3,130
8745,Ramagondanahalli,1475.0,2,55.0,3,187
8746,Hennur Road,980.0,2,51.0,2,96
8747,Dasanapura,966.0,2,58.0,2,63
8748,others,2360.0,3,185.0,4,230
8749,Sarjapur  Road,1112.0,2,62.0,2,194
8750,others,1760.0,3,90.0,3,230
8751,Hennur,1830.0,2,113.0,3,95
8752,Yelahanka,1175.0,2,67.77,2,226
8753,Whitefield,1175.0,2,41.0,2,224
8754,Horamavu Banaswadi,1025.0,2,45.0,2,99
8755,Hennur Road,1232.0,2,80.0,2,96
8756,5th Phase JP Nagar,1010.0,2,57.0,2,4
8757,Sarjapur  Road,1273.0,2,60.0,2,194
8758,Battarahalli,1590.0,2,102.0,2,37
8759,others,1100.0,2,58.5,2,230
8760,Yelahanka,1322.0,2,77.9,2,226
8761,7th Phase JP Nagar,1000.0,1,60.0,1,6
8762,Harlur,1755.0,3,117.0,3,91
8763,Electronic City Phase II,1135.0,2,46.0,2,75
8764,Nagavarapalya,1260.0,2,85.5,2,172
8765,Kanakpura Road,1100.0,2,53.0,3,127
8766,Electronic City Phase II,1305.0,3,65.0,3,75
8767,others,1236.0,2,50.0,2,230
8768,Uttarahalli,1125.0,1,45.0,2,216
8769,KR Puram,1075.0,2,32.25,2,115
8770,Thanisandra,2999.97,6,110.0,6,209
8771,Kadugodi,1150.0,2,42.0,2,117
8772,Hennur Road,1085.0,2,43.4,2,96
8773,Thanisandra,1930.0,4,120.0,3,209
8774,others,800.0,1,45.0,2,230
8775,Kumaraswami Layout,2450.0,3,110.0,4,149
8776,Bannerghatta Road,1920.0,3,122.0,3,34
8777,Kothannur,1085.0,2,34.2,2,145
8778,Thanisandra,760.0,1,50.4,1,209
8779,Sahakara Nagar,1201.0,2,80.0,2,190
8780,Electronic City,1615.0,3,97.0,3,74
8781,HSR Layout,1289.0,2,70.0,2,89
8782,Kasavanhalli,1377.0,2,80.0,2,130
8783,Thanisandra,663.0,1,32.82,1,209
8784,Electronic City,1165.0,2,33.65,2,74
8785,Thanisandra,1260.0,2,45.5,2,209
8786,others,1095.0,2,39.0,2,230
8787,others,1050.0,2,65.0,2,230
8788,Seegehalli,1176.0,2,50.0,2,198
8789,Whitefield,1315.0,2,55.0,2,224
8790,NRI Layout,2400.0,2,125.0,2,168
8791,Uttarahalli,1308.0,2,53.0,3,216
8792,Thanisandra,1806.0,6,116.0,3,209
8793,Thanisandra,3671.0,4,220.0,4,209
8794,Hoodi,2144.0,3,140.0,3,97
8795,Hoskote,1065.0,2,33.75,2,103
8796,Balagere,1205.0,2,67.0,2,25
8797,Uttarahalli,1160.0,2,40.58,2,216
8798,others,1200.0,3,56.53,3,230
8799,others,1681.0,3,69.0,3,230
8800,Bommasandra Industrial Area,1130.0,2,32.64,2,49
8801,Kanakpura Road,1843.0,3,90.0,3,127
8802,Bommasandra Industrial Area,1065.0,2,30.75,2,49
8803,Thubarahalli,1885.0,3,85.52,3,211
8804,R.T. Nagar,1500.0,2,45.0,2,182
8805,Panathur,1210.0,2,69.0,2,180
8806,TC Palaya,1126.0,2,39.4,2,207
8807,Rayasandra,1357.0,2,59.0,3,189
8808,Whitefield,1451.0,2,46.4,3,224
8809,Hennur Road,950.0,2,55.0,2,96
8810,Bellandur,960.0,2,48.0,2,40
8811,Kaggalipura,2200.0,4,150.0,3,119
8812,Kanakpura Road,900.0,2,46.29,2,127
8813,others,1080.0,2,38.0,2,230
8814,Hosa Road,1708.0,3,64.05,4,101
8815,Yeshwanthpur,2500.0,5,185.0,6,229
8816,Bellandur,1690.0,2,116.0,3,40
8817,others,2100.0,3,145.0,5,230
8818,others,1269.0,2,97.0,2,230
8819,Haralur Road,1890.0,3,84.0,3,90
8820,Electronic City Phase II,1165.0,2,33.64,2,75
8821,BTM Layout,1196.0,2,56.81,2,23
8822,Old Madras Road,1630.0,3,110.0,3,177
8823,Whitefield,1063.0,2,42.52,2,224
8824,others,1025.0,2,39.98,2,230
8825,Chikkabanavar,1067.0,2,38.0,2,58
8826,Kanakpura Road,1299.0,2,89.63,2,127
8827,Panathur,1343.0,2,76.0,2,180
8828,Electronics City Phase 1,1330.0,2,44.0,3,76
8829,Mallasandra,1524.0,2,72.0,3,158
8830,Lingadheeranahalli,2236.0,4,153.0,4,154
8831,Domlur,2955.0,3,235.0,3,71
8832,others,1410.0,2,45.12,3,230
8833,Balagere,1205.0,2,79.0,2,25
8834,Thyagaraja Nagar,1270.0,2,95.25,3,212
8835,others,1353.0,2,110.0,3,230
8836,others,1200.0,2,68.0,2,230
8837,others,1250.0,2,70.0,3,230
8838,Sarjapur  Road,1157.0,2,69.0,3,194
8839,Kanakapura,1181.0,1,35.475,1,126
8840,Yelahanka,602.0,1,33.0,1,226
8841,Hoodi,1108.0,2,66.46,2,97
8842,Thyagaraja Nagar,1040.0,2,68.0,2,212
8843,Sarjapur,1451.0,2,87.0,2,193
8844,Kanakpura Road,850.0,1,37.32,1,127
8845,others,900.0,2,40.0,2,230
8846,Kudlu,720.0,1,33.0,1,147
8847,Thanisandra,1573.0,3,115.0,3,209
8848,Banashankari Stage III,2100.0,3,147.0,4,28
8849,Sarjapur  Road,1150.0,2,48.5,2,194
8850,Raja Rajeshwari Nagar,1500.0,3,88.0,3,184
8851,Ramagondanahalli,1125.0,2,75.0,2,187
8852,Hennur,2722.0,3,84.205,3,95
8853,Marathahalli,1100.0,2,50.0,2,161
8854,7th Phase JP Nagar,1590.0,2,51.0,2,6
8855,Banaswadi,1105.0,2,57.0,2,31
8856,Thanisandra,1110.0,2,46.5,2,209
8857,Dasanapura,708.0,1,41.0,1,63
8858,others,1600.0,3,100.0,3,230
8859,Thigalarapalya,3122.0,6,250.0,4,210
8860,Sarjapur  Road,1205.0,2,37.0,2,194
8861,5th Phase JP Nagar,1450.0,2,73.0,3,4
8862,others,540.0,1,22.0,1,230
8863,Dasarahalli,1200.0,2,42.0,2,64
8864,Kalena Agrahara,1837.0,2,95.0,3,121
8865,Whitefield,1346.0,2,76.01,2,224
8866,Balagere,1012.0,2,68.0,2,25
8867,others,1125.0,2,55.0,2,230
8868,Kaggadasapura,1500.0,2,60.0,3,118
8869,Harlur,1197.0,2,79.9,2,91
8870,BTM 2nd Stage,1100.0,2,47.0,2,22
8871,others,1563.0,2,52.0,3,230
8872,Sarjapur  Road,1600.0,3,120.0,3,194
8873,Green Glen Layout,1715.0,3,120.0,3,83
8874,Bannerghatta Road,2400.0,4,180.0,4,34
8875,Ramagondanahalli,1151.0,2,42.5,2,187
8876,Uttarahalli,1123.0,2,60.0,2,216
8877,Whitefield,1276.0,2,69.5,2,224
8878,Yelahanka,1315.0,2,77.0,2,226
8879,R.T. Nagar,1325.0,2,52.0,2,182
8880,Varthur,1600.0,3,63.2,3,217
8881,Kodichikkanahalli,1299.0,2,58.0,2,138
8882,Varthur,1000.0,1,65.0,2,217
8883,Mallasandra,1100.0,2,76.3,3,158
8884,Yelahanka,1075.0,2,33.53,3,226
8885,Kanakpura Road,1450.0,3,51.0,3,127
8886,Iblur Village,5515.0,6,425.0,5,107
8887,Bellandur,950.0,1,40.0,1,40
8888,others,1013.0,2,60.0,2,230
8889,Hennur Road,1140.0,2,56.0,2,96
8890,Yelahanka,1430.0,3,61.0,3,226
8891,others,1600.0,3,77.0,3,230
8892,others,1190.0,2,48.0,2,230
8893,others,1625.0,3,95.0,3,230
8894,others,1210.0,2,53.0,2,230
8895,Kalena Agrahara,1180.0,2,85.0,2,121
8896,Nagasandra,1500.0,2,91.0,2,170
8897,Bellandur,850.0,2,45.0,2,40
8898,Kothanur,1130.0,2,55.0,2,146
8899,CV Raman Nagar,907.0,2,38.0,2,53
8900,HRBR Layout,1300.0,2,90.0,2,88
8901,Hennur Road,1891.0,3,110.0,3,96
8902,Hennur Road,1735.0,3,78.0,3,96
8903,Bisuvanahalli,1075.0,2,33.0,3,46
8904,others,1590.0,5,75.0,5,230
8905,others,1160.0,2,55.0,2,230
8906,others,930.0,1,55.0,2,230
8907,Devanahalli,1010.0,2,58.0,2,65
8908,Electronic City,1221.0,2,68.0,2,74
8909,Hoodi,1108.0,2,87.48,2,97
8910,Sarjapur  Road,1370.0,2,70.0,2,194
8911,Banashankari Stage V,920.0,2,41.5,2,29
8912,Bhoganhalli,1277.0,2,79.89,2,43
8913,Horamavu Agara,1213.0,2,38.1,2,98
8914,Singasandra,1653.0,3,85.0,3,201
8915,Sarjapur,2400.0,3,140.0,4,193
8916,Electronics City Phase 1,1321.0,2,40.0,3,76
8917,Kanakpura Road,1570.0,3,68.0,3,127
8918,others,1053.0,2,44.0,2,230
8919,others,1325.0,2,56.0,3,230
8920,others,1169.0,2,50.11,2,230
8921,others,1274.0,2,90.0,2,230
8922,Whitefield,1317.0,2,52.0,2,224
8923,Lakshminarayana Pura,1195.0,2,75.0,2,153
8924,Whitefield,4122.0,4,137.0,4,224
8925,Kammasandra,940.0,2,35.0,2,125
8926,Budigere,1820.0,3,95.5,3,52
8927,Kanakpura Road,1450.0,3,53.6,3,127
8928,Whitefield,1615.0,3,96.9,3,224
8929,Nagarbhavi,2200.0,2,99.0,3,169
8930,Subramanyapura,985.0,2,62.5,2,205
8931,Electronics City Phase 1,1116.0,2,33.0,2,76
8932,Kaggadasapura,1105.0,2,39.5,2,118
8933,Whitefield,1220.0,2,55.0,2,224
8934,Hoodi,1400.0,3,74.0,3,97
8935,others,2400.0,3,185.0,4,230
8936,Uttarahalli,1000.0,2,35.0,2,216
8937,Bannerghatta Road,1660.0,3,80.0,3,34
8938,Old Madras Road,1165.0,2,52.0,2,177
8939,Budigere,1153.0,2,56.0,2,52
8940,Bannerghatta Road,1270.0,2,45.0,2,34
8941,others,1070.0,2,38.0,2,230
